search_timestamp,geo_location_country,is_mobile,destination_id,checkin_date,checkout_date,adult_count,child_count,infant_count,room_count,is_travel_ad1,review_rating1,review_count1,star_rating1,is_free_cancellation1,is_drr1,price_bucket1,num_clicks1,is_trans1,is_travel_ad2,review_rating2,review_count2,star_rating2,is_free_cancellation2,is_drr2,price_bucket2,num_clicks2,is_trans2,is_travel_ad3,review_rating3,review_count3,star_rating3,is_free_cancellation3,is_drr3,price_bucket3,num_clicks3,is_trans3
2021-06-09T23:00:00Z,1,0,28,2021-08-09,2021-08-17,2,0,0,1,0,4,25,4,1,1,5,0,0,0,4,2550,4,1,1,2,1,0,0,4,1575,5,0,1,3,0,0
2021-06-27T06:22:00Z,1,1,133,2021-09-16,2021-09-25,2,0,0,1,1,5,1800,4,1,0,4,1,0,1,4,1800,4,1,0,4,1,0,1,4,2650,4,1,1,2,0,0
2021-06-29T05:03:00Z,1,0,63,2021-06-28,2021-06-29,1,0,0,1,0,5,1050,5,0,0,NA,0,0,0,5,2675,3,0,0,NA,0,0,0,4,2675,2,0,0,NA,0,0
2021-07-05T12:38:00Z,10,0,4894,2021-09-28,2021-09-30,2,0,0,1,0,5,150,4,0,0,4,0,0,0,5,750,3,0,0,4,0,0,0,4,100,3,0,0,2,1,0
2021-07-16T02:54:00Z,1,1,1026,2021-09-10,2021-09-12,2,0,0,1,1,4,1850,4,0,1,4,0,0,1,4,1000,4,0,1,4,0,0,0,5,2625,4,0,0,5,0,0
2021-06-10T00:10:00Z,1,0,73,2021-06-21,2021-06-22,2,0,0,1,0,4,100,5,1,1,4,0,0,0,3,1025,4,1,1,3,0,0,0,4,1025,3,1,0,2,0,0
2021-06-02T19:58:00Z,81,1,11683,2021-06-13,2021-06-14,2,0,0,1,0,4,100,4,0,1,5,0,0,0,4,25,4,0,1,4,0,0,0,5,25,5,0,1,5,0,0
2021-06-17T23:03:00Z,1,1,3,2021-08-20,2021-08-24,1,0,0,1,1,4,125,4,1,1,5,0,0,1,0,0,5,0,0,NA,0,0,0,5,50,4,1,1,2,0,0
2021-06-15T06:16:00Z,1,0,29,2021-09-19,2021-09-25,2,0,0,1,0,5,25,3,0,0,2,0,0,0,4,25,4,0,0,5,0,0,0,5,25,4,1,0,1,0,0
2021-07-18T15:27:00Z,2,0,711,2021-07-30,2021-08-01,2,0,0,1,1,4,550,3,1,0,4,0,0,0,4,150,3,1,0,3,0,0,0,4,25,4,0,0,5,0,0
2021-06-23T05:30:00Z,1,0,3,2021-11-28,2021-12-02,2,0,0,1,1,4,1025,5,1,1,3,0,0,0,4,1025,5,1,1,3,0,0,0,5,3175,4,1,1,4,0,0
2021-06-13T01:35:00Z,1,0,754,2021-07-11,2021-07-12,1,0,0,1,1,4,475,2,1,0,1,0,0,0,5,1025,3,1,0,2,0,0,0,4,725,2,1,0,1,0,0
2021-06-01T19:30:00Z,1,0,4925,2021-06-03,2021-06-04,2,0,0,1,0,5,75,3,1,1,5,0,0,1,4,525,3,1,1,3,0,0,0,4,525,2,1,1,3,0,0
2021-06-11T21:48:00Z,1,1,3,2021-08-14,2021-08-20,6,0,0,1,0,4,1050,4,0,1,2,0,0,1,5,1025,5,1,1,4,0,0,1,4,125,4,1,1,5,0,0
2021-06-29T22:17:00Z,1,0,23,2021-07-13,2021-07-14,2,0,0,1,1,5,4850,4,1,0,5,0,0,1,5,1375,4,1,0,5,0,0,1,5,325,3,1,0,4,0,0
2021-06-01T23:18:00Z,1,1,4098,2021-06-01,2021-06-03,2,0,0,1,0,4,100,3,0,0,3,0,0,0,4,225,3,0,0,4,0,0,0,3,550,3,0,1,3,0,0
2021-06-08T09:25:00Z,9,0,330,2021-06-22,2021-06-24,2,0,0,1,1,5,700,5,1,1,5,0,0,1,5,375,5,0,0,5,0,0,1,4,1000,5,1,1,5,0,0
2021-06-26T15:09:00Z,1,0,5,2021-07-30,2021-07-31,7,4,0,1,0,4,925,4,1,1,5,0,0,0,4,1675,4,1,0,3,0,0,0,5,2475,3,1,0,2,0,0
2021-06-08T03:13:00Z,1,1,36,2021-06-14,2021-06-15,1,0,0,1,1,4,150,4,1,1,3,0,0,1,5,500,5,1,0,4,0,0,0,4,1750,3,1,1,2,0,0
2021-06-22T16:21:00Z,4,0,2332,2021-08-18,2021-08-19,2,0,0,1,0,5,75,5,1,0,5,0,0,1,4,525,4,1,1,1,0,0,1,4,300,2,1,0,4,0,0
2021-06-06T09:48:00Z,23,0,1165,2021-06-12,2021-06-13,2,0,0,1,0,5,450,5,1,0,3,0,0,1,4,1000,4,1,1,1,0,0,1,4,325,5,1,1,2,0,0
2021-06-07T20:06:00Z,13,0,1692,2021-06-16,2021-06-23,1,0,0,1,0,4,500,4,1,1,4,0,0,0,4,1000,4,0,1,5,0,0,0,4,775,5,1,0,4,0,0
2021-06-09T15:49:00Z,4,0,117,2021-06-17,2021-06-22,2,1,0,1,1,5,150,5,1,0,5,0,0,1,5,425,5,0,1,5,0,0,1,5,275,5,0,1,5,0,0
2021-06-22T03:51:00Z,1,0,30,2021-07-30,2021-08-03,1,0,0,1,0,5,375,2,1,1,1,0,0,0,5,175,2,1,1,1,0,0,0,3,950,2,1,1,1,0,0
2021-07-29T19:08:00Z,1,1,1494,2021-07-29,2021-07-31,1,0,0,1,0,3,125,3,0,0,1,0,0,0,5,325,3,0,0,1,0,0,0,4,125,3,0,1,1,0,0
2021-07-20T17:05:00Z,1,0,7257,2021-08-07,2021-08-08,2,0,0,1,0,4,525,2,0,0,2,0,0,1,4,525,2,0,0,2,0,0,0,5,175,3,1,0,4,0,0
2021-07-04T16:32:00Z,5,0,3072,2021-08-07,2021-08-20,2,2,0,1,1,4,600,4,0,0,2,0,0,1,4,250,4,1,0,5,0,0,1,4,525,3,0,0,1,0,0
2021-06-28T20:24:00Z,1,0,63,2021-06-28,2021-06-29,2,0,0,1,0,4,675,3,1,0,1,0,0,0,3,1000,2,0,0,2,0,0,0,4,500,3,0,0,NA,0,0
2021-07-15T11:54:00Z,5,0,99,2021-08-08,2021-08-15,2,0,0,1,0,4,425,4,1,0,4,1,0,1,4,300,4,1,0,5,0,0,1,4,250,2,1,0,1,0,0
2021-06-17T09:22:00Z,5,0,67,2022-02-16,2022-02-18,2,0,0,1,1,0,0,4,0,0,5,0,0,0,5,575,4,1,0,5,0,0,0,4,725,4,1,0,5,0,0
2021-06-20T23:39:00Z,1,0,2,2021-08-27,2021-08-29,1,0,0,1,1,5,4825,5,1,1,5,0,0,1,5,3075,5,1,1,5,0,0,0,5,5725,5,1,1,3,0,0
2021-07-18T04:21:00Z,1,1,8096,2021-08-28,2021-08-29,1,2,0,1,0,4,250,3,1,0,3,0,0,0,4,225,3,0,0,1,2,0,0,3,150,3,1,0,2,0,0
2021-06-16T04:15:00Z,1,0,124,2021-07-04,2021-07-05,2,0,0,1,0,4,400,3,0,0,4,0,0,1,4,450,3,1,0,4,0,0,1,4,1000,3,1,1,5,0,0
2021-07-02T05:21:00Z,7,0,3236,2021-07-31,2021-08-01,4,0,0,1,0,5,75,4,1,1,4,0,0,0,5,975,4,1,0,5,0,0,0,4,300,4,1,1,5,0,0
2021-06-29T17:00:00Z,2,1,70,2021-11-13,2021-11-20,2,0,0,1,0,4,1000,4,1,1,4,0,0,0,4,1025,5,1,1,4,0,0,0,4,1025,4,0,1,5,0,0
2021-06-09T12:36:00Z,11,0,787,2021-06-23,2021-06-24,2,0,0,1,0,4,300,5,0,0,5,1,0,0,5,300,5,1,1,4,0,0,0,5,200,5,1,1,5,0,0
2021-06-18T23:40:00Z,1,1,4419,2021-06-19,2021-06-20,1,2,0,1,1,5,175,3,1,1,4,0,0,1,4,975,4,1,1,1,0,0,0,4,1025,4,0,1,5,0,0
2021-06-25T21:58:00Z,1,1,55,2021-07-24,2021-07-31,4,1,0,2,1,5,1000,4,1,1,1,0,0,0,4,350,4,0,1,2,0,0,0,4,25,4,1,1,3,0,0
2021-07-05T01:56:00Z,1,1,10,2021-07-13,2021-07-17,2,0,0,1,1,4,1600,4,1,1,1,0,0,0,4,675,5,1,1,5,0,0,0,4,950,5,1,1,2,0,0
2021-06-12T23:47:00Z,1,1,4,2021-06-17,2021-06-21,4,0,0,1,0,4,2200,3,0,1,1,0,0,0,4,2125,3,1,1,2,0,0,0,3,1025,3,1,1,1,0,0
2021-06-14T03:10:00Z,1,0,483,2021-09-19,2021-09-24,2,0,0,1,1,4,600,4,0,1,4,0,0,0,5,900,5,1,1,5,0,0,0,5,450,4,1,1,3,0,0
2021-06-13T06:41:00Z,24,1,157,2021-07-15,2021-07-20,2,1,0,1,0,4,1025,5,0,1,3,0,0,1,4,225,5,0,1,5,0,0,1,4,200,4,0,1,4,0,0
2021-07-23T00:59:00Z,1,1,180,2021-08-18,2021-08-20,2,0,0,1,0,5,675,3,0,0,5,0,0,1,4,825,3,1,1,3,0,0,1,4,525,3,1,1,4,0,0
2021-06-28T23:26:00Z,1,0,181,2022-02-10,2022-02-14,1,1,0,1,0,5,4875,4,1,1,3,0,0,0,5,1700,4,1,1,5,0,0,0,5,1400,4,1,1,4,0,0
2021-06-11T02:52:00Z,1,1,602,2021-06-11,2021-06-12,2,1,0,1,0,4,625,3,1,0,4,0,0,0,5,650,3,1,0,4,0,0,0,4,1025,3,0,0,3,0,0
2021-06-08T21:29:00Z,1,1,164,2021-06-20,2021-06-22,2,0,0,1,0,4,450,3,1,0,2,0,0,0,4,1025,4,1,1,5,0,0,0,4,850,4,1,1,2,0,0
2021-07-24T23:17:00Z,1,0,533,2021-08-01,2021-08-07,4,0,0,2,1,5,525,5,1,1,5,0,0,0,5,2075,4,1,1,3,0,0,0,5,1025,5,0,1,5,0,0
2021-06-24T16:38:00Z,1,1,76,2021-08-18,2021-08-21,2,0,0,1,1,4,1000,4,1,1,5,0,0,0,4,1075,5,0,1,3,0,0,0,4,1025,4,1,1,2,0,0
2021-06-24T10:23:00Z,1,1,36,2021-09-26,2021-10-03,2,0,0,1,0,4,50,1,1,1,1,0,0,0,4,1025,3,1,1,1,0,0,0,4,375,3,0,1,1,0,0
2021-07-28T14:14:00Z,81,1,2342,2021-07-30,2021-08-06,2,2,0,1,0,3,25,2,0,0,2,0,0,0,4,100,3,0,1,2,4,1,0,5,25,3,0,1,1,0,0
2021-06-21T21:07:00Z,1,0,57675,2021-08-12,2021-08-16,2,0,0,1,1,5,1025,5,1,1,5,0,0,0,5,1000,3,1,1,4,0,0,0,4,1025,4,1,1,5,0,0
2021-06-16T21:22:00Z,6,1,14,2021-07-31,2021-08-14,2,0,0,1,0,4,1000,3,0,1,3,0,0,1,4,675,4,1,0,4,0,0,1,5,1000,5,0,1,5,0,0
2021-06-07T18:47:00Z,1,0,975,2021-07-24,2021-07-31,2,0,0,1,0,5,25,5,1,1,2,0,0,0,5,250,5,1,1,5,0,0,0,5,1025,5,0,0,5,0,0
2021-07-20T00:40:00Z,2,0,344,2021-08-05,2021-08-06,2,0,0,1,0,4,1025,3,1,0,2,0,0,0,4,1075,4,1,1,5,0,0,0,4,1025,3,0,1,4,0,0
2021-06-16T22:34:00Z,1,0,304,2021-07-01,2021-07-02,2,0,0,1,1,5,350,3,1,0,4,0,0,1,4,1050,3,1,1,2,0,0,0,4,1350,5,1,1,5,0,0
2021-07-02T14:06:00Z,1,1,2069,2021-07-16,2021-07-17,2,0,0,1,1,4,525,4,0,0,5,1,0,1,4,550,3,0,0,3,0,0,1,4,450,3,0,1,4,0,0
2021-07-04T19:56:00Z,2,0,38,2021-09-02,2021-09-03,1,0,0,1,0,4,1025,4,1,0,3,0,0,1,4,2450,4,0,1,3,0,0,1,4,300,4,0,1,4,0,0
2021-06-14T16:17:00Z,4,0,1,2021-07-24,2021-07-31,2,0,0,1,0,5,350,5,1,1,5,0,0,1,4,975,3,1,0,3,0,0,1,3,1000,3,1,0,1,0,0
2021-07-02T20:36:00Z,1,1,1352,2021-10-29,2021-11-01,2,0,0,1,0,4,550,4,0,1,4,0,0,0,4,1000,4,1,1,4,0,0,0,4,1025,3,1,1,2,0,0
2021-06-07T18:06:00Z,1,1,694,2021-07-09,2021-07-11,2,2,0,1,0,5,900,3,0,0,4,0,0,0,4,1025,4,1,0,4,0,0,0,4,950,4,1,0,3,1,0
2021-07-28T15:59:00Z,6,0,7886,2021-08-13,2021-08-17,2,0,0,1,0,4,50,4,0,0,NA,0,0,0,4,25,4,0,0,NA,0,0,0,4,25,4,0,0,NA,0,0
2021-06-18T21:47:00Z,1,1,726,2021-08-06,2021-08-08,2,0,0,1,0,4,200,3,1,0,5,0,0,0,4,100,3,0,0,5,0,0,0,3,75,3,0,0,5,1,0
2021-06-21T11:33:00Z,23,0,696,2021-06-23,2021-06-24,2,0,0,1,0,5,175,5,1,0,4,1,0,1,0,0,4,1,0,2,0,0,1,5,75,5,1,0,5,0,0
2021-06-19T20:41:00Z,29,1,475,2021-08-14,2021-08-21,4,0,0,1,1,4,25,5,1,1,5,0,0,1,4,125,5,1,1,4,0,0,0,4,100,5,0,1,1,0,0
2021-06-12T16:57:00Z,1,1,14103,2021-06-12,2021-06-13,2,0,0,1,0,3,1025,2,0,1,2,1,0,0,3,300,2,1,0,1,0,0,0,3,725,3,0,0,2,0,0
2021-06-10T07:37:00Z,1,1,2,2021-08-07,2021-08-09,1,0,0,1,1,4,175,5,1,1,4,0,0,1,0,0,5,1,1,5,0,0,0,5,5725,5,1,1,4,0,0
2021-06-23T11:42:00Z,3,0,2206,2021-09-13,2021-09-15,2,0,0,1,0,4,300,3,0,1,1,0,0,1,4,950,4,1,0,2,0,0,0,4,1275,4,1,0,2,0,0
2021-06-22T14:25:00Z,1,0,3,2021-08-12,2021-08-16,2,0,0,1,1,4,1025,5,1,1,4,0,0,0,4,1025,5,1,1,4,0,0,0,4,1750,4,0,1,3,0,0
2021-06-28T18:04:00Z,1,0,14,2021-07-12,2021-07-13,2,0,0,1,0,4,1025,4,1,1,5,0,0,1,5,625,5,1,1,5,0,0,1,5,1025,5,1,1,5,0,0
2021-07-23T21:30:00Z,1,0,90,2021-08-02,2021-08-05,1,0,0,1,1,5,1025,5,1,1,5,0,0,1,5,1025,5,1,1,5,0,0,1,4,1750,4,1,1,5,0,0
2021-06-09T07:40:00Z,5,0,2141,2021-07-15,2021-07-21,2,0,0,1,0,4,475,4,0,1,1,0,0,0,4,950,4,0,1,3,0,0,0,4,1000,4,0,0,5,0,0
2021-06-13T13:42:00Z,1,1,312,2021-06-29,2021-06-30,2,0,0,1,1,4,2300,4,1,1,5,0,0,1,4,1025,4,1,1,5,0,0,0,4,1025,3,1,1,4,0,0
2021-07-02T00:15:00Z,1,1,20192,2021-09-10,2021-09-11,2,1,0,1,1,3,975,2,0,1,1,0,0,1,4,1025,4,0,1,3,0,0,1,4,1025,3,0,1,1,0,0
2021-06-13T09:46:00Z,18,0,2536,2021-06-24,2021-06-25,2,0,0,1,0,4,25,3,1,1,3,0,0,1,4,1025,4,1,1,2,0,0,1,4,700,5,1,1,4,0,0
2021-06-15T00:54:00Z,1,1,1410,2021-06-18,2021-06-19,1,0,0,1,0,4,1225,4,1,1,4,0,0,1,3,1025,2,1,0,1,0,0,1,4,1225,4,1,1,5,0,0
2021-06-06T05:38:00Z,1,1,120,2021-07-28,2021-08-01,2,0,0,1,0,5,200,4,0,1,4,0,0,1,4,975,5,1,1,5,0,0,1,0,0,5,1,1,5,0,0
2021-06-21T22:47:00Z,7,0,2220,2021-06-29,2021-06-30,1,0,0,1,0,5,500,5,1,0,5,0,0,0,5,525,4,1,0,4,0,0,0,4,475,4,1,0,1,0,0
2021-07-05T19:08:00Z,1,1,17,2021-08-13,2021-08-16,1,0,0,1,1,5,1300,4,1,1,4,0,0,1,4,1025,4,1,1,3,0,0,0,4,3325,4,1,1,3,0,0
2021-06-22T03:04:00Z,1,0,760,2021-07-09,2021-07-11,1,0,0,1,1,4,525,4,0,1,3,0,0,1,4,1300,5,1,1,4,0,0,1,4,1550,4,1,0,2,0,0
2021-06-17T19:41:00Z,1,0,87,2021-06-24,2021-06-25,2,2,0,1,0,4,1375,4,1,1,4,0,0,0,4,1025,4,0,1,4,0,0,0,4,2575,4,1,0,4,0,0
2021-07-03T09:05:00Z,1,0,56,2021-07-17,2021-07-18,2,0,0,1,1,4,550,4,1,1,5,0,0,0,5,1200,5,1,1,2,0,0,0,4,1200,4,1,1,1,0,0
2021-06-02T15:26:00Z,1,1,43,2021-06-06,2021-06-07,2,0,0,1,0,4,825,5,1,1,5,0,0,1,5,1025,5,1,1,5,0,0,1,5,275,5,1,1,5,0,0
2021-06-17T04:34:00Z,1,1,66,2021-06-20,2021-06-22,2,0,0,1,0,2,50,3,1,1,1,0,0,0,4,100,3,0,1,1,1,0,0,4,450,3,1,1,1,0,0
2021-06-20T20:54:00Z,2,0,3131,2021-07-15,2021-07-16,2,0,0,1,0,4,225,2,1,0,2,0,0,0,4,300,2,1,1,3,0,0,0,4,50,2,1,0,1,0,0
2021-06-16T07:53:00Z,7,0,999,2021-08-02,2021-08-06,2,0,0,1,0,4,525,3,0,0,NA,0,0,0,4,175,4,0,0,NA,0,0,0,3,175,4,0,0,NA,0,0
2021-06-24T10:47:00Z,212,1,63880,2021-06-24,2021-06-25,2,0,0,1,0,5,100,5,0,0,NA,0,0,0,0,0,5,0,0,3,0,0,0,4,25,3,0,0,2,0,0
2021-06-14T01:00:00Z,1,0,233,2021-07-28,2021-08-04,1,0,0,1,0,4,1275,4,1,0,5,0,0,0,4,850,3,1,1,4,0,0,0,4,625,3,1,1,2,0,0
2021-06-09T21:24:00Z,1,1,2939,2021-06-24,2021-06-27,1,0,0,1,0,4,725,4,1,0,3,0,0,0,4,825,4,1,0,2,0,0,0,4,475,3,0,0,1,0,0
2021-06-07T19:54:00Z,2,0,52674,2021-09-11,2021-09-19,2,0,0,1,0,4,2750,4,1,1,1,1,0,0,4,1050,4,1,1,2,1,1,0,5,1025,4,0,1,2,0,0
2021-06-19T16:07:00Z,4,1,475,2021-08-21,2021-08-28,2,0,0,1,0,4,50,2,1,1,1,0,0,0,0,0,3,1,1,1,0,0,0,4,125,2,1,1,1,0,0
2021-06-16T04:01:00Z,1,1,36,2021-07-06,2021-07-13,3,2,0,1,1,5,175,5,0,1,3,0,0,0,5,1000,5,1,1,1,0,0,0,5,175,5,0,1,4,0,0
2021-06-04T02:27:00Z,1,0,4,2021-06-04,2021-06-06,2,0,0,1,1,5,1025,4,0,1,3,0,0,1,3,1175,3,0,1,1,0,0,1,4,1025,4,0,1,3,0,0
2021-07-26T02:14:00Z,1,1,40,2021-09-24,2021-09-26,2,0,0,1,1,5,1350,5,1,1,4,0,0,1,5,150,3,1,1,2,0,0,1,5,25,3,0,1,2,0,0
2021-06-07T03:52:00Z,1,0,13,2021-07-07,2021-07-10,2,0,0,1,1,5,1225,5,0,1,5,0,0,1,3,575,4,0,1,3,0,0,0,4,2825,5,1,1,4,0,0
2021-07-18T01:38:00Z,13,1,1276,2022-01-04,2022-01-10,2,0,0,1,1,4,75,2,0,1,1,0,0,0,4,1025,4,1,1,3,0,0,0,5,425,4,0,1,1,0,0
2021-06-03T08:10:00Z,1,1,26461,2021-06-10,2021-06-11,1,0,0,1,0,4,225,3,0,0,5,0,0,0,4,1025,4,1,1,4,0,0,0,4,1025,3,0,0,2,0,0
2021-06-19T06:29:00Z,23,0,18715,2021-06-29,2021-06-30,2,0,0,1,0,4,25,5,1,0,3,0,0,1,4,25,5,1,0,4,0,0,0,0,0,3,1,1,5,0,0
2021-07-16T17:22:00Z,11,1,11173,2021-07-17,2021-07-18,4,0,0,1,0,4,25,4,0,1,1,0,0,0,4,225,4,0,0,4,0,0,0,4,150,5,0,0,5,0,0
2021-07-04T06:39:00Z,3,1,257,2021-07-05,2021-07-09,1,0,0,1,1,0,0,4,0,0,5,0,0,1,4,900,5,0,0,5,0,0,1,4,100,4,0,1,5,0,0
2021-07-21T13:35:00Z,1,0,1,2021-08-12,2021-08-14,2,0,0,1,0,4,300,3,1,1,1,0,0,1,4,225,4,0,1,5,0,0,1,4,625,4,1,0,5,0,0
2021-06-01T07:58:00Z,5,0,3667,2021-10-16,2021-10-23,2,0,0,1,0,4,25,3,1,0,2,1,0,0,4,150,4,1,0,3,0,0,0,4,200,4,1,0,5,0,0
2021-06-15T17:01:00Z,1,0,782,2021-09-01,2021-09-03,2,0,0,1,0,4,200,4,0,0,4,1,0,0,4,1000,4,1,0,3,0,0,0,4,425,3,1,1,3,0,0
2021-06-29T18:41:00Z,1,0,23193,2021-07-06,2021-07-07,1,0,0,1,0,3,350,3,1,1,1,0,0,0,5,925,3,1,1,2,0,0,0,4,1000,4,0,0,3,0,0
2021-07-19T01:43:00Z,1,1,249,2021-07-25,2021-07-27,2,0,0,1,0,5,1225,4,0,1,5,0,0,1,4,1475,4,0,0,5,0,0,1,4,1000,3,0,1,1,0,0
2021-07-07T17:56:00Z,1,0,32,2021-07-12,2021-07-17,2,0,0,1,0,4,1700,4,1,1,5,0,0,0,4,3350,4,0,1,2,0,0,0,5,1150,3,1,1,4,0,0
2021-06-17T19:18:00Z,1,1,246,2021-07-01,2021-07-03,2,0,0,1,1,4,625,3,1,0,2,0,0,1,4,1000,3,1,0,5,0,0,0,4,1025,3,1,0,1,0,0
2021-06-01T23:34:00Z,1,0,85,2021-06-11,2021-06-14,2,1,0,1,0,4,1950,4,1,1,4,0,0,0,4,1125,4,1,1,5,0,0,0,4,1825,3,1,1,2,0,0
2021-07-05T11:30:00Z,5,0,5238,2021-07-08,2021-07-09,1,0,0,1,0,4,275,4,1,1,1,0,0,0,4,325,3,1,1,2,0,0,0,4,125,4,0,1,1,0,0
2021-06-25T17:57:00Z,1,0,18,2021-06-30,2021-07-07,2,0,0,1,1,4,300,4,1,1,2,0,0,0,4,1300,4,0,1,3,0,0,0,4,925,4,1,1,3,0,0
2021-07-18T01:03:00Z,3,0,47,2021-08-15,2021-08-18,2,0,0,1,1,4,150,4,0,0,5,0,0,1,4,1725,4,1,1,4,0,0,1,4,3625,4,1,1,5,0,0
2021-06-04T16:37:00Z,1,0,1536,2021-06-11,2021-06-13,2,0,0,1,1,5,125,4,1,1,5,0,0,0,4,1025,3,1,1,1,0,0,0,4,1025,3,1,1,4,0,0
2021-06-17T20:57:00Z,18,0,768,2021-06-27,2021-06-28,1,0,0,1,0,4,1175,4,1,1,4,0,0,0,4,50,3,0,1,2,0,0,0,4,1050,5,1,1,4,0,0
2021-06-09T13:56:00Z,1,0,1535,2021-06-10,2021-06-13,4,0,0,1,0,0,0,3,0,0,NA,0,0,0,4,50,4,0,0,NA,0,0,0,3,175,4,0,0,NA,0,0
